date,nb_articles,titles,news
2022-06-14,21,"S&P 500 confirms bear market as fears of a recession mount | Stocks Cross the Line Into 'Bear Market' as Inflation Worries Peak Before Pivotal Fed Meeting | Market Insights | Stocks have officially entered bear market territory—here's what that means and what you should do | What Dollar Tree and Target stocks imply about the economy | The S&P 500 is in a bear market; here's what that means | Wall Street is in a bear market. Here's what that means for your money. | What to know as S&P 500 enters bear market territory: ‘The bottom line is, it’s a tough time,’ says financial advisor | S&P 500 Index Price Tests Bear Market Territory After Crash | The Risk of Mean Reversion Has Stocks Staring at a Profit Squeeze | S&P 500 Hits Bear Market Territory | Stock Market Today: Dow, S&P Live Updates for Jun. 15, 2022 | Is Bitcoin Correlated to the S&P 500? | Inflation, inflation, and more inflation | Find 'Strong Buy' Stocks After the S&P 500 Entered a Bear Market | Explainer: What led to the US stock market rout and how will it affect Asian markets? | BofA survey signals 'deeper investor misery' as S&P enters bear market | Billionaire Leon Cooperman calls cryptocurrency 'crap' | Bears Take a Bite Out of Cable Stocks, Too | Bear Market Stock Tips: Investing Moves to Consider Now | 25 Best S&P 500 Stocks of the Pandemic Bull Market | Limit Your Downside Risk During a Bear Market","S&P 500 confirms bear market as fears of a recession mount | Stocks Cross the Line Into 'Bear Market' as Inflation Worries Peak Before Pivotal Fed Meeting | Market Insights | Stocks have officially entered bear market territory—here's what that means and what you should do | What Dollar Tree and Target stocks imply about the economy | The S&P 500 is in a bear market; here's what that means | Wall Street is in a bear market. Here's what that means for your money. | What to know as S&P 500 enters bear market territory: ‘The bottom line is, it’s a tough time,’ says financial advisor | S&P 500 Index Price Tests Bear Market Territory After Crash | The Risk of Mean Reversion Has Stocks Staring at a Profit Squeeze | S&P 500 Hits Bear Market Territory | Stock Market Today: Dow, S&P Live Updates for Jun. 15, 2022 | Is Bitcoin Correlated to the S&P 500? | Inflation, inflation, and more inflation | Find 'Strong Buy' Stocks After the S&P 500 Entered a Bear Market | Explainer: What led to the US stock market rout and how will it affect Asian markets? | BofA survey signals 'deeper investor misery' as S&P enters bear market | Billionaire Leon Cooperman calls cryptocurrency 'crap' | Bears Take a Bite Out of Cable Stocks, Too | Bear Market Stock Tips: Investing Moves to Consider Now | 25 Best S&P 500 Stocks of the Pandemic Bull Market | Limit Your Downside Risk During a Bear Market"
2022-06-15,8,"What a Bear Market Means for Consumers and the U.S. Economy | Stock Market Today: Dow, S&P Live Updates for Jun. 16, 2022 | Stock Market News for Jun 15, 2022 | Super Rich People Own Just One Asset That's Not Falling Apart | S&P 500 Earnings Yield Spread — Indicator by alexjnelson | For Signs Of Relief Rally, Watch the S&P 500 versus Retail Stocks | A stock market drop doesn't predict a recession - The Washington Post | SPY: Is Michael Burry Right Again About a Market Crash?","What a Bear Market Means for Consumers and the U.S. Economy | Stock Market Today: Dow, S&P Live Updates for Jun. 16, 2022 | Stock Market News for Jun 15, 2022 | Super Rich People Own Just One Asset That's Not Falling Apart | S&P 500 Earnings Yield Spread — Indicator by alexjnelson | For Signs Of Relief Rally, Watch the S&P 500 versus Retail Stocks | A stock market drop doesn't predict a recession - The Washington Post | SPY: Is Michael Burry Right Again About a Market Crash?"
2022-06-16,10,"वैश्विक आर्थिक महामंदी की आहट और दुनियाभर के गिरते बाजार, आखिर क्या है बीयर मार्केट? | What Is the Longest Bear Market in US History? | Wall Street plunges as recession fears grow | Stock Markets Fall After Fed Rally Fades | Stock Market News for Jun 16, 2022 | S&P 500 Crash 2022: Here Comes The Bottom | Live updates: Stocks tumble after Fed takes historic action on inflation | JPMorgan Strategists Say Stocks Imply 85% Chance of US Recession | CHART OF THE DAY: S&P 500 Has Already Crashed This Year | Should I Sell Stocks Now: Advisers Tell Clients to Stay Invested in Bear Market","वैश्विक आर्थिक महामंदी की आहट और दुनियाभर के गिरते बाजार, आखिर क्या है बीयर मार्केट? | What Is the Longest Bear Market in US History? | Wall Street plunges as recession fears grow | Stock Markets Fall After Fed Rally Fades | Stock Market News for Jun 16, 2022 | S&P 500 Crash 2022: Here Comes The Bottom | Live updates: Stocks tumble after Fed takes historic action on inflation | JPMorgan Strategists Say Stocks Imply 85% Chance of US Recession | CHART OF THE DAY: S&P 500 Has Already Crashed This Year | Should I Sell Stocks Now: Advisers Tell Clients to Stay Invested in Bear Market"
2022-06-17,11,"Wall St ends up but still down on week as volatility rules | U.S. stocks meander after sharp drop on economic concerns | Stock Market News for Jun 17, 2022 | S&P 500 Weekly Price Forecast – S&P 500 Slams Into the 200 Week EMA | History says the next bull market is just months away, and it could carry the S&P 500 to the 6,000 level, according to Bank of America | ProShares: What it is, How it Works, FAQs | Does the car market correspond to the stock market? | Bitcoin Stock Market Correlation: What Do the Charts Say? | Best Stocks in 2022: Energy Stocks Only S&P Sector Rising | Analysts Continue to Have An Unusually High Number of “Buy” Ratings on S&P 500 Stocks | Has the S&P500 Put In a Multi-Year Top?","Wall St ends up but still down on week as volatility rules | U.S. stocks meander after sharp drop on economic concerns | Stock Market News for Jun 17, 2022 | S&P 500 Weekly Price Forecast – S&P 500 Slams Into the 200 Week EMA | History says the next bull market is just months away, and it could carry the S&P 500 to the 6,000 level, according to Bank of America | ProShares: What it is, How it Works, FAQs | Does the car market correspond to the stock market? | Bitcoin Stock Market Correlation: What Do the Charts Say? | Best Stocks in 2022: Energy Stocks Only S&P Sector Rising | Analysts Continue to Have An Unusually High Number of “Buy” Ratings on S&P 500 Stocks | Has the S&P500 Put In a Multi-Year Top?"
2022-06-21,6,"AP Style Update: Financial Markets | Inside Volatility Trading: Breaking Down the VIX Index and its Correlation to the S&P 500 Index | Stock Market News for Jun 21, 2022 | Stock Market Outlook: Next Bull Run Could Send S&P 500 to 8,900 by 2028 | Stock Market Today: Dow, S&P Live Updates for Jun. 22, 2022 | What Is a Circuit Breaker in Trading? How Is It Triggered?","AP Style Update: Financial Markets | Inside Volatility Trading: Breaking Down the VIX Index and its Correlation to the S&P 500 Index | Stock Market News for Jun 21, 2022 | Stock Market Outlook: Next Bull Run Could Send S&P 500 to 8,900 by 2028 | Stock Market Today: Dow, S&P Live Updates for Jun. 22, 2022 | What Is a Circuit Breaker in Trading? How Is It Triggered?"
2022-06-22,6,"The S&P 500 could slide another 33% in a '70s-style inflation environment: Société Générale | Stock Market News for Jun 22, 2022 | Reasons To Include International Investments In Your Portfolio | Five ETFs for a looming recession | 3 Low P/E Shipping Stocks Outperforming the S&P 500 in 2022 | Kevin O’Leary reveals 1 important lesson that every young trader needs to learn","The S&P 500 could slide another 33% in a '70s-style inflation environment: Société Générale | Stock Market News for Jun 22, 2022 | Reasons To Include International Investments In Your Portfolio | Five ETFs for a looming recession | 3 Low P/E Shipping Stocks Outperforming the S&P 500 in 2022 | Kevin O’Leary reveals 1 important lesson that every young trader needs to learn"
2022-06-23,7,"Bear Market Rallies - Investing | Corporate Profit Estimates Everyone Else Hates Still Backed by Analysts | S&P 500 May Be 24% From Nadir, 150 Years of Market History Shows | Stock Market Indices: All You Need To Know | Stock Performance in Every Recession Since 1980 | Study: Could Sports Cards Be the Best Store of Value During Tough Economic Times? | Will SPY Lose Its Asset Crown?","Bear Market Rallies - Investing | Corporate Profit Estimates Everyone Else Hates Still Backed by Analysts | S&P 500 May Be 24% From Nadir, 150 Years of Market History Shows | Stock Market Indices: All You Need To Know | Stock Performance in Every Recession Since 1980 | Study: Could Sports Cards Be the Best Store of Value During Tough Economic Times? | Will SPY Lose Its Asset Crown?"
2022-06-24,13,"Stock Market News for Jun 24, 2022 | When Can S&P 500 Volatility Break a Stock Diversification Strategy? Analyzing the VIX | Stocks rally, driving Wall Street to a rare winning week | Stocks jump to close out second best week of 2022: S&P 500 gains 3.1%, Dow adds 800+ points | Stock markets end week on high note, after weeks of declines | Stagflation investing: Five key charts to watch | Here's how much S&P 500 companies that make most of their money in U.S. have outperformed their global-faced rivals | S&P 500 Weekly Price Forecast – S&P 500 Finds Support for the Week | S&P 500 May Fall Another 15% | Here's what a bear market is and why it matters • New Hampshire Bulletin | Bottom-Up Target Price for S&P 500 Drops Below 5,000 for First Time Since August 2021 | A Recession May Be Coming. But Here's a Silver Lining | S&P 500: 14 Stocks Paying Huge Dividends Totally Burn Investors","Stock Market News for Jun 24, 2022 | When Can S&P 500 Volatility Break a Stock Diversification Strategy? Analyzing the VIX | Stocks rally, driving Wall Street to a rare winning week | Stocks jump to close out second best week of 2022: S&P 500 gains 3.1%, Dow adds 800+ points | Stock markets end week on high note, after weeks of declines | Stagflation investing: Five key charts to watch | Here's how much S&P 500 companies that make most of their money in U.S. have outperformed their global-faced rivals | S&P 500 Weekly Price Forecast – S&P 500 Finds Support for the Week | S&P 500 May Fall Another 15% | Here's what a bear market is and why it matters • New Hampshire Bulletin | Bottom-Up Target Price for S&P 500 Drops Below 5,000 for First Time Since August 2021 | A Recession May Be Coming. But Here's a Silver Lining | S&P 500: 14 Stocks Paying Huge Dividends Totally Burn Investors"
2022-06-27,10,"Which U.S. Companies are Most Exposed to Europe? | Where the S&P Goes from Here | Vladimir Putin's Old Horseriding Photos Crack Up G7 Leaders - SPDR S&P 500 (ARCA:SPY) | The Russell 3000 Index – Forbes Advisor | The Russell 1000 Index – Forbes Advisor - Investing | Stock Market Today: Dow, S&P Live Updates for Jun. 28, 2022 | Dow falls nearly 500 points as bear market bounce loses steam | 3 Tools to Buy the Dip: S&P500, VIX, and Google Trends | 3 Dividend Aristocrats That Income Investors Can't Ignore | SPDR S&P 500 ETF Trust (SPY) Forecast: Equities rally in reponse to record low Michigan sentiment reading","Which U.S. Companies are Most Exposed to Europe? | Where the S&P Goes from Here | Vladimir Putin's Old Horseriding Photos Crack Up G7 Leaders - SPDR S&P 500 (ARCA:SPY) | The Russell 3000 Index – Forbes Advisor | The Russell 1000 Index – Forbes Advisor - Investing | Stock Market Today: Dow, S&P Live Updates for Jun. 28, 2022 | Dow falls nearly 500 points as bear market bounce loses steam | 3 Tools to Buy the Dip: S&P500, VIX, and Google Trends | 3 Dividend Aristocrats That Income Investors Can't Ignore | SPDR S&P 500 ETF Trust (SPY) Forecast: Equities rally in reponse to record low Michigan sentiment reading"
2022-06-28,13,"The Equity Bear Market Won't Be Over Before Recession Begins | Why the S&P 500 may be in for a 1966-style bear market, according to DWS Group | US Share Market Today: US market falls as economic concerns weigh; check top gainers and losers | US Profit Margin Estimates Are Too Optimistic, Goldman Strategists Say | The most important pattern in history's bear markets | Stocks' Best Two Weeks Start Now (Here Are The 7 Top Ones To Own) | ETF Seeks to Exploit an Under-the-Radar Phenomenon in the Stock Market | Stock Market News for Jun 28, 2022 | Optimistic Financial Advisors Expect 4.4% Return In 2022 According To Survey | Managing Sector Rotation with Derived Blocks | If You Invested $1000 In SPY At The End Of The Last Recession, Here's How Much You Have Now | How a massive options trade by a JP Morgan fund can move markets | Stocks went down after Conference Board consumer confidence report","The Equity Bear Market Won't Be Over Before Recession Begins | Why the S&P 500 may be in for a 1966-style bear market, according to DWS Group | US Share Market Today: US market falls as economic concerns weigh; check top gainers and losers | US Profit Margin Estimates Are Too Optimistic, Goldman Strategists Say | The most important pattern in history's bear markets | Stocks' Best Two Weeks Start Now (Here Are The 7 Top Ones To Own) | ETF Seeks to Exploit an Under-the-Radar Phenomenon in the Stock Market | Stock Market News for Jun 28, 2022 | Optimistic Financial Advisors Expect 4.4% Return In 2022 According To Survey | Managing Sector Rotation with Derived Blocks | If You Invested $1000 In SPY At The End Of The Last Recession, Here's How Much You Have Now | How a massive options trade by a JP Morgan fund can move markets | Stocks went down after Conference Board consumer confidence report"
