date,headline,source,content,url,published_at
2022-02-24,Kevin O'Leary Predicts Crypto Will Be 12th Sector Of S&P 500 In The 'Next Few Years',<NA>,,,
2022-02-24,LIVE MARKETS S&P 500 valuations starting to look not half bad,<NA>,,,
2022-02-24,Lessons from the last war that rocked global markets,<NA>,,,
2022-02-24,Moneybox moves into ETFs with expanded investment offering,<NA>,,,
2022-02-24,"Most overpaid CEOs in S&P 500: Paycom, GE, T-Mobile, Nike",<NA>,,,
2022-02-24,S&P 500 Plunges to Nine-Month Low as Russia Invades Ukraine,<NA>,,,
2022-02-24,"Stock Market News for Feb 24, 2022",<NA>,,,
2022-02-24,"Stock Market Today: Dow, S&P Live Updates for Feb. 25, 2022",<NA>,,,
2022-02-24,These 13 Stocks Implode As The World Prepares For War,<NA>,,,
2022-02-24,Wall St rallies as West hits Russia with new sanctions,<NA>,,,
2022-02-25,3 Options Trades to Play Market Volatility,<NA>,,,
2022-02-25,Corporate America's 2021 profits were higher than ever,<NA>,,,
2022-02-25,Live updates: US stocks rise as Russia opens possibility of diplomacy,<NA>,,,
2022-02-25,S&P 500 Forward P/E Ratio Falls Below Five-Year Average for First Time Since Q2 2020,<NA>,,,
2022-02-25,"S&P 500 earnings, Feb. 28-March 18: 19 companies to report",<NA>,,,
2022-02-25,What Is CAPM?,<NA>,,,
2022-02-28,"AMC Stock, GME Stock, Meme ETF: Key Takeaways So Far In 2022",<NA>,,,
2022-02-28,Bitcoin Bucks S&P Correlation Trend With Uptick as Ukraine Crisis Escalates,<NA>,,,
2022-02-28,Charts Show Energy Stocks Will Outperform Through Broader Market Gloom,<NA>,,,
2022-02-28,Charts Show That The S&P 500 Could Fall Another 10% To 25%,<NA>,,,
2022-02-28,LIVE MARKETS S&P 500 Index attempts to hammer out a low,<NA>,,,
2022-02-28,Stock Bulls Buy the Dip as Goldman Warns of Liquidity Risk,<NA>,,,
2022-03-01,"Bitcoin, crypto soar, decouple from stocks as Russia-Ukraine moves from bad to worse",<NA>,,,
2022-03-01,LIVE MARKETS President Biden's first SOTU address: 'So too' goes the S&P 500,<NA>,,,
2022-03-01,Not All Indexes Are Created Equal (or Cap-Weighted),<NA>,,,
2022-03-01,"SPDR S&P 500 ETF Trust SPY Stock News and Forecast: Bears in charge, but volatile swings still possible",<NA>,,,
2022-03-01,Short bets against energy stocks rise to highest level since 2020,<NA>,,,
2022-03-01,"Stock Market Today: Dow, S&P Live Updates for Mar. 2, 2022",<NA>,,,
2022-03-01,These 15 Stocks And 10 Funds Are Overexposed To Russia And Ukraine,<NA>,,,
2022-03-01,Why Markets Bounced Back So Quickly After the Russian Invasion of Ukraine,<NA>,,,
2022-03-02,Apple Stock: Resilient To Turbulence In 2022 - Apple Maven,<NA>,,,
2022-03-02,History Shows Ukraine War Will Be a Stock Price Blip,<NA>,,,
2022-03-02,How to Make Money Investing in Whiskey Stocks in 2022,<NA>,,,
2022-03-02,"Stock Market News for Mar 2, 2022",<NA>,,,
2022-03-02,"Stock Market Today: Dow, S&P Live Updates for Mar. 3, 2022",<NA>,,,
2022-03-02,U.S. large-cap discounts stack up to S&P 500 6% below fair value | Insights,<NA>,,,
2022-03-02,War and Stock Prices: The Pattern Is Surprising,<NA>,,,
2022-03-03,Are emerging markets like India cheaper than the US market? | Mint,<NA>,,,
2022-03-03,"S&P 500 Crash: If Not Now, When?",<NA>,,,
2022-03-03,Short Interest in Decline,<NA>,,,
2022-03-03,"Stock Market News for Mar 3, 2022",<NA>,,,
2022-03-03,UBS: How the S&P 500 will react to three Russia-Ukraine scenarios,<NA>,,,
2022-03-04,3 Vanguard ETFs to Buy in 2022,<NA>,,,
2022-03-04,Apollo Is Next S&P 500 Contender as Athene Deal Opens Door,<NA>,,,
2022-03-04,Largest Decrease in EPS Estimates for S&P 500 Companies Since Q2 2020,<NA>,,,
2022-03-04,S&P 500 analysis: The top 5 gainers and losers in February,<NA>,,,
2022-03-04,"S&P Dow Jones is removing Russia stocks from indexes, stripping country of emerging market status",<NA>,,,
2022-03-04,S&P Dow Jones will remove all Russia stocks from its indices,<NA>,,,
2022-03-04,"Stock Market News for Mar 4, 2022",<NA>,,,
2022-03-04,VFV vs VSP – To Hedge or Not to Hedge?,<NA>,,,
2022-03-04,VOO Stock Price Forecast as the Fear and Greed Index Retreats,<NA>,,,
2022-03-07,Don't Pass Up This High-Flying Energy ETF,<NA>,,,
2022-03-07,Dow drops 180 points after volatile session as traders try to assess impact of Russia-Ukraine war,<NA>,,,
2022-03-07,Examining the relationship between equity volatility and liquidity – A longer-term perspective,<NA>,,,
2022-03-07,Long-Suffering Europe Stocks May Get What They Need Most,<NA>,,,
2022-03-07,S&P 500 Bearish Triangle May Lead To Additional 8% Decline!,<NA>,,,
2022-03-07,"Stock Market News for Mar 7, 2022",<NA>,,,
2022-03-07,Vanguard Dividend Appreciation ETF (VIG) Has Turned Into One Of The Worst Dividend ETFs Of 2022,<NA>,,,
2022-03-07,Why the TSX Outperformed the Nasdaq in the 2022 Market Downturn,<NA>,,,
2022-03-08,"Stock Market News for Mar 8, 2022",<NA>,,,
2022-03-08,Will Market Forces Continue To Weigh On Scientific Games Stock?,<NA>,,,
2022-03-09,S&P 500 falls on Thursday as stocks resume their downward move from Russia-Ukraine war,<NA>,,,
2022-03-09,"Stock Market News for Mar 9, 2022",<NA>,,,
2022-03-09,Stock Market Outlook: a Technical 'Death Cross' Is Imminent in S&P 500,<NA>,,,
2022-03-09,This Day In Market History: S&P 500's Lowest Closing Price Of The Great Recession - SPDR S&P 500 (ARCA:SP,<NA>,,,
2022-03-09,"US Inflation Skyrockets, 64% of Americans Live Paycheck to Paycheck, S&P 500 Chart Shows Death Cross Imminent ...",<NA>,,,
2022-03-09,US stocks surge the most since June 2020,<NA>,,,
2022-03-09,Why you may miss the market’s best days if you sell amid high volatility,<NA>,,,
2022-03-10,Ethereum Shows Even Closer Correlation with the S&P 500 Index than Bitcoin,<NA>,,,
2022-03-10,"People's United Financial Stock Outperformed S&P500 Over The Last Week, What To Expect?",<NA>,,,
2022-03-10,SPHB: The Real Damage Isn't Done Yet,<NA>,,,
2022-03-10,"Stock Market News for Mar 10, 2022",<NA>,,,
2022-03-10,Ukraine and the financial markets: the winners and losers so far,<NA>,,,
2022-03-11,Highest Number of S&P 500 Companies Citing “Inflation” on Q4 Earnings Calls in Over 10 Years,<NA>,,,
2022-03-11,"LIVE MARKETS Bulls beware, S&P 500 still expensive -BofA",<NA>,,,
2022-03-11,Missed Amazon's Split? These Stocks Are Next For The Easy Money,<NA>,,,
2022-03-11,S&P 500 & FTSE 100 Forecast: Option Expiry Headwinds Return,<NA>,,,
2022-03-11,"S&P 500 Bears Are Ahead Year-to-Date, but Bulls Are Winning the Past Year",<NA>,,,
2022-03-11,S&P 500 Returns Top 50% Since Global Pandemic Declared Two Years Ago,<NA>,,,
2022-03-11,S&P 500 vs. S&P/TSX 60: Which 1 Is the Better Long-Term Investment?,<NA>,,,
2022-03-11,Some Thoughts on Bear Markets,<NA>,,,
2022-03-11,"Stock Market News for Mar 11, 2022",<NA>,,,
2022-03-14,Are current market cycles similar to the GFC of 2007–2009? - MINING.COM,<NA>,,,
2022-03-14,"Barclays Suspends 'OIL,' 'VXX' Creations",<NA>,,,
2022-03-14,"Daily ETF Fund Flows For March 11, 2022",<NA>,,,
2022-03-14,"Dow jumps nearly 600 points, S&P 500 snaps 3-day losing streak as tech stocks bounce, oil prices slide",<NA>,,,
2022-03-14,How the stock market performed around recessions,<NA>,,,
2022-03-14,It's Been One Of The Top 5 Worst Starts To A Year For Stocks And Bonds,<NA>,,,
2022-03-14,S&P 500 Slides Into Death Cross After 13% Drop From January Peak,<NA>,,,
2022-03-14,"Stock Market News for Mar 14, 2022",<NA>,,,
2022-03-14,"Stock market's Monday rally can't halt death cross forming in S&P 500 amid inflation fears, Russia-Ukraine clash",<NA>,,,
2022-03-14,Tech Giants Risk Losing Top S&P 500 Spots After $2 Trillion Wipeout,<NA>,,,
2022-03-14,"Tech, growth stocks lead Wall Street to lower close as investors focus on interest rates",<NA>,,,
2022-03-14,"Weekly S&P 500 ChartStorm: Midterm Pullbacks, Bear Markets' Volatility, Oil Shock",<NA>,,,
2022-03-15,Best ETFs for Roth IRAs,<NA>,,,
2022-03-15,NFTs As Investments - How Are They Performing?,<NA>,,,
2022-03-15,S&P 500 Buybacks Set Quarterly and Annual Record,<NA>,,,
2022-03-15,"Stock-market bounce could see S&P 500 pop 5% higher before bigger drop, says veteran market watcher",<NA>,,,
2022-03-15,These Are The 12 Worst Bear Market Tech Stocks You Can Own,<NA>,,,
2022-03-15,WallStreetBets vs. Barclays: Retail Traders Are Now Jumping on the “Unmoored” iPath Series B S&P 500 VIX Short-term Futures ETN (VXX) To Create an Explosive Upward Momentum,<NA>,,,
2022-03-16,"2022's Stores of Value: Gold, Oil and Grains",<NA>,,,
2022-03-16,5 Low-Vol Dividend Aristocrats to Survive a Stormy Market,<NA>,,,
2022-03-16,Breaking Down the S&P 500's First 50 Days of 2022,<NA>,,,
2022-03-16,Bullish or Bearish? The S&P 500 Faces a Death Cross as It Tries to Break a Falling Trendline | Market Insights,<NA>,,,
2022-03-16,Explained: Can market concentration determine future returns? Take a look at S&P 500's past,<NA>,,,
2022-03-16,FTSE vs. property: which performs best over the longer term?,<NA>,,,
2022-03-16,History shows stocks can weather rate hike cycle,<NA>,,,
2022-03-16,How Warren Buffett's disciples have evaded the 'stealth bear market',<NA>,,,
2022-03-16,S&P 500 History Shows Gains After Multiple Fed Rate Hikes,<NA>,,,
2022-03-16,S&P 500 and Global Stock Market Dividend Yield 2000-2020 — My Money Blog,<NA>,,,
2022-03-16,"S&P 500, Nasdaq rally for a third day as investors get comfortable with the Fed's rate-hike plan",<NA>,,,
2022-03-16,"Stock Market News for Mar 16, 2022",<NA>,,,
2022-03-17,"Dow jumps 417 as stocks rally, oil hits $102",<NA>,,,
2022-03-17,Market Too Dull? New Fund Will Target Most-Volatile Big Companies,<NA>,,,
2022-03-17,Rob Carrick's 2022 ETF Buyer's Guide: Best U.S. equity funds,<NA>,,,
2022-03-17,"Stock Market News for Mar 17, 2022",<NA>,,,
2022-03-17,"US banks with highest forward price-to-earnings ratios, March 2022",<NA>,,,
2022-03-17,"Wall Street closes higher as worries ease around Fed, Russian default",<NA>,,,
2022-03-18,Consumer Staples: 5 Things To Know About This Defensive Sector,<NA>,,,
2022-03-18,Feeling Short on Energy? Try This Inverse ETF,<NA>,,,
2022-03-18,S&P 500 Leads Three-Day Charge While Market Awaits Biden-Xi Talk on Russia,<NA>,,,
2022-03-18,Second Highest Number of S&P 500 Cos. Citing “Supply Chain” on Q4 Earnings Calls in Over 10 Years,<NA>,,,
2022-03-18,"Stock Market News for Mar 18, 2022",<NA>,,,
2022-03-18,Stock traders brace for a $3.5 trillion ‘triple witching’ event,<NA>,,,
2022-03-21,A Historical Look at Equities During Rising Rate Environments,<NA>,,,
2022-03-21,"Best Mutual Funds 2022 Topping Their Categories And Beat Benchmarks Over 1, 3, 5 & 10 Years",<NA>,,,
2022-03-21,Bullish Signals for Stocks Emerge Under Market's Gloomy Surface,<NA>,,,
2022-03-21,ETF Edge: Active Versus Passive Performance Gap,<NA>,,,
2022-03-21,"Odds are, you’re better off buying an index fund. Here’s why",<NA>,,,
2022-03-21,Presenting the Bullish Elliott Wave Case for the S&P 500 Index,<NA>,,,
2022-03-21,S&P 500 Rallied 300 Points - Is Holding Long Position Still Justified?,<NA>,,,
2022-03-21,"Stock Market News for Mar 21, 2022",<NA>,,,
2022-03-21,Today the SPDR S&P 500 ETF Is a Certain Buy,<NA>,,,
2022-03-21,"Top Growth Fund Baron Partners Retail Stays The Course, Mostly",<NA>,,,
2022-03-22,Investing in the stock market is more important than ever amid rising inflation,<NA>,,,
2022-03-22,Is Investing in S&P 500 Worth the Risk?,<NA>,,,
2022-03-22,S&P 500 companies regain some market cap after shedding trillions in 2022,<NA>,,,
2022-03-22,Stock Market Outlook: 5-Day Decline in VIX Signals More Upside,<NA>,,,
2022-03-23,Bitcoin's Correlation to S&P 500 Hits 17-Month High,<NA>,,,
2022-03-23,E&S Metrics and Executive Compensation,<NA>,,,
2022-03-23,Motilal Oswal MF stops existing SIP and STP investments in three international schemes,<NA>,,,
2022-03-23,Motilal Oswal Mutual Fund pauses SIPs in three international schemes | Mint,<NA>,,,
2022-03-23,Oil Stocks Negatively Correlated to Market First Time Since 2001,<NA>,,,
2022-03-23,"S&P 500, Nasdaq 100 Clear Fibonacci Resistance and Break Out Higher. What’s Next?",<NA>,,,
2022-03-23,"Stock Market News for Mar 23, 2022",<NA>,,,
2022-03-23,The stock market hit its COVID low 2 years ago today. Here's how its performance since then stacks up.,<NA>,,,
2022-03-23,Throw Caution to the Wind and Leverage an Equal-Weight Strategy,<NA>,,,
2022-03-24,Bitcoin and Stocks Have Recently Seen Eye to Eye,<NA>,,,
2022-03-24,ETF of the Week: Vanguard S&P 500 ETF 'VOO',<NA>,,,
2022-03-24,Investing in Dividend Aristocrats ETFs,<NA>,,,
2022-03-24,Stifel Stock Chief Warns of 0% Returns Over the Next Decade,<NA>,,,
2022-03-24,Stock Splits Coming For These Popular ETFs?,<NA>,,,
2022-03-24,The Path to the Corner Office,<NA>,,,
2022-03-24,Wall Street Firms Are Slashing S&P 500 Price Targets—Here's What They Predict For Markets,<NA>,,,
2022-03-24,When does Motilal MF invest in Vanguard? | Mint,<NA>,,,
2022-03-25,Highest Number of S&P 500 Companies Issuing Negative EPS Guidance Since Q4 2019,<NA>,,,
2022-03-25,How to Use a Jade Lizard Options Strategy to Trade the S&P 500 (SPY),<NA>,,,
2022-03-25,Not All Index Funds Charge Low Fees,<NA>,,,
2022-03-25,"Stock Market News for Mar 25, 2022",<NA>,,,
2022-03-25,The SPY ETF Is an Attractive Long-Term Option to Buy in April,<NA>,,,
2022-03-28,20 High-Volatility Stocks for the Market's Next Swing,<NA>,,,
2022-03-28,BofA's Savita Subramanian: Stocks Are in for a Volatile Year,<NA>,,,
2022-03-28,Four Companies That Pay CEOs 'Peanuts' Don't Make Investors Richer,<NA>,,,
2022-03-28,How Contemporary Art Has Outperformed The S&P 500 For The Past 25 Years,<NA>,,,
2022-03-28,"Industry Analysts Still Predict the S&P 500 Price Will Close Above 5,000 in the Next 12 Months",<NA>,,,
2022-03-28,S&P 500 climbs for third straight day as Tesla leads,<NA>,,,
2022-03-28,"Stock Market News for Mar 28, 2022",<NA>,,,
2022-03-28,"Stock Market Today: Dow, S&P Live Updates for Mar. 29, 2022",<NA>,,,
2022-03-28,Stocks Face At Least 5 Headwinds Heading Into First Quarter Earnings,<NA>,,,
2022-03-28,Three Charts Show That The Stock Market's Recent Rally Could Continue Or Roll Over,<NA>,,,
2022-03-29,Curb Your Bearish Enthusiasm and Invest in SPY Stock,<NA>,,,
2022-03-29,"Dow drops to snap four-day winning streak, Nasdaq falls more than 1%",<NA>,,,
2022-03-29,Fab 4 Real Estate Stocks That Top the S&P 500 10 Years Running,<NA>,,,
2022-03-29,"Stock Market News for Mar 29, 2022",<NA>,,,
2022-03-29,"Transport Stocks: What Do They Signal for Market, Economy?",<NA>,,,
2022-03-29,Using Covered Calls To Turn 2% Yields Into 12% Yields - ETF Focus on TheStreet: ETF research and Trade Ideas,<NA>,,,
2022-03-30,"Caution! This stock surge is a bear market trap, warns BofA",<NA>,,,
2022-03-30,Chart Of The Week: S&P 500 Vertiginous Valuations,<NA>,,,
2022-03-30,Dow drops 500 points to end worst quarter for stocks in 2 years,<NA>,,,
2022-03-30,SPY Stock Is a Safe Investment During Times of Volatility,<NA>,,,
2022-03-30,U.S. stock rally defies economic unease,<NA>,,,
2022-03-30,Why the main semiconductor stock index is a better bet than the S&P 500 right now,<NA>,,,
2022-03-31,Investment return gap widened for equity investors in 2021,<NA>,,,
2022-03-31,Occidental Petroleum (OXY) Stock Up 100% for Best Quarter Ever,<NA>,,,
2022-03-31,Oil and Gas Stocks on the S&P 500 Were the Biggest Winners in Q1,<NA>,,,
2022-03-31,Short sellers are increasing their bets on a stock market crash,<NA>,,,
2022-03-31,Stocks Rebounded in March After a Major Slide,<NA>,,,
2022-03-31,US stocks end quarter with worst performance in two years,<NA>,,,
2022-03-31,Wall Street falls as S&P suffers biggest quarterly drop in two years,<NA>,,,
2022-04-01,4 Bullish Ways to Get Tactical Exposure to the S&P 500,<NA>,,,
2022-04-01,Alphabet vs. the S&P 500: Which Is the Better First Investment?,<NA>,,,
2022-04-01,Beat the Market with ML. Building a Machine Learning Model using… | by Carl Westerby,<NA>,,,
2022-04-01,Bitcoin Ends Q1 Closely Following S&P 500,<NA>,,,
2022-04-01,Canada Stocks Beat U.S. by Most in 13 Years and Have Room to Run,<NA>,,,
2022-04-01,"How Stocks Perform Before, During, And After Recessions May Surprise You",<NA>,,,
2022-04-01,Massive S&P options trade may have roiled U.S. stocks on Thursday,<NA>,,,
2022-04-01,S&P 500 Tweaks to Cut Tech’s Weight as Payment Firms Move Sector,<NA>,,,
2022-04-01,Wall St Week Ahead: 'Robust' corporate cash may buoy stocks after rocky quarter,<NA>,,,
2022-04-01,Wall Street posts modest gains as jobs report keeps Fed hikes on track,<NA>,,,
2022-04-04,Best Performing Dividend ETFs For Q1 2022 - ETF Focus on TheStreet: ETF research and Trade Ideas,<NA>,,,
2022-04-04,Camden Property Trust Completes Acquisition of Fund Partnership Interests and Joins S&P 500,<NA>,,,
2022-04-04,Franklin Custodian Funds' Dynatech Fund: Don't Buy This Dip – Legacy Fund Ratings Are Misleading,<NA>,,,
2022-04-04,Here's why the performance of ASX 200 shares is smashing the S&P 500,<NA>,,,
2022-04-04,It Could Be Time to Sell Some Stocks,<NA>,,,
2022-04-04,"Molina Moves to S&P 500 Index, Capping Huge Share Price Runup",<NA>,,,
2022-04-04,"S&P 500 relief rally has 'good breadth,' provides a selling opportunity: Strategist",<NA>,,,
2022-04-04,"S&P 500, Nasdaq Futures Move Higher After Weekly Wins",<NA>,,,
2022-04-04,The most popular ETFs with investors so far this year,<NA>,,,
2022-04-04,"W. R. Berkley Stock Has Outperformed S&P500 Over The Last Month, Is It A Buy?",<NA>,,,
2022-04-04,Why the Best Advice May Be to 'Just Keep Buying',<NA>,,,
2022-04-05,Analysts Have Most “Buy” Ratings on S&P 500 Stocks Since at Least 2010,<NA>,,,
2022-04-05,Default risk rises across most US sectors in Q1,<NA>,,,
2022-04-05,Elon Musk Vs. Warren Buffett: Who Is The Best Bet For Your Money?,<NA>,,,
2022-04-05,"Stock Market News for Apr 5, 2022",<NA>,,,
2022-04-05,"Utilities, energy outperform other S&P 500 sectors in March",<NA>,,,
2022-04-05,Yield Curve Inversion Signals Possible Recession - Is the S&P 500 in the Danger Zone?,<NA>,,,
2022-04-06,Deutsche Bank warns of a 20% bear market in 2023,<NA>,,,
2022-04-06,"Ethereum Fee Has Dropped 90% Since Nov 2021, ETH Shows Stronger Correlation With S&P 500",<NA>,,,
2022-04-06,Is There More Steam In Valero Energy Stock?,<NA>,,,
2022-04-06,S&P 500 Stocks: Three Top Gainers Today; Eli Lilly Leads Winners As Casinos Are Bad Bet,<NA>,,,
2022-04-06,S&P 500 bounces back following two straight days of losses tied to Fed,<NA>,,,
2022-04-06,S&P 500: A Rare 10% Q1 Drop And Pop Is Positive,<NA>,,,
